trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
188,True,"{'a': 0, 'e': 0}",25,0,-32.250324180692,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
189,True,"{'a': 0, 'e': 0}",25,0,-20.08049498464694,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
190,True,"{'a': 0, 'e': 0}",25,3,26.69961872542056,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0, 'e': 0}",30,0,-67.43862146868823,"{0: 25, 1: 2, 2: 0, 3: 2, 4: 1}",0
192,True,"{'a': 0, 'e': 0}",25,7,-25.078818642176213,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
193,True,"{'a': 0, 'e': 0}",25,0,-57.78597170633594,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
194,True,"{'a': 0, 'e': 0}",20,0,-123.11930339480125,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
195,True,"{'a': 0, 'e': 0}",20,8,7.859414723571,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",25,14,-15.52540628693295,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
197,True,"{'a': 0, 'e': 0}",20,11,-13.11510369289564,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
198,True,"{'a': 0, 'e': 0}",30,0,-34.869784210445495,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
199,True,"{'a': 0, 'e': 0}",25,0,-111.39076002509454,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
200,True,"{'a': 0, 'e': 0}",25,0,-5.466665917604053,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
